Distance_(pixels),Gray_Value
1606,135.1272
1607,123.6292
1608,128.9449
1609,139.0647
1610,146.2412
1611,139.0270
1612,128.9286
1613,133.1429
1614,127.9224
1615,123.2873
1616,125.4542
1617,125.8298
1618,135.3114
1619,132.9598
1620,124.9055
1621,126.3624
1622,130.8389
1623,129.3692
1624,133.5448
1625,145.5802
1626,148.3017
1627,144.2783
1628,106.4613
1629,95.8855
1630,93.4176
1631,91.1322
1632,92.3217
1633,93.1321
1634,98.0105
1635,126.2511
1636,138.4340
1637,128.3840
1638,103.9022
1639,102.9094
1640,106.7493
1641,107.6007
1642,114.2541
1643,124.7378
1644,123.0935
1645,100.1086
1646,111.7964
1647,118.0929
1648,104.5298
1649,95.5989
1650,102.5955
1651,118.7038
1652,124.4844
1653,120.5403
1654,109.6829
1655,112.6619
1656,103.0793
1657,94.1938
1658,98.6808
1659,126.1911
1660,136.8914
1661,136.4017
1662,125.2877
1663,112.0798
1664,96.9813
1665,118.1630
1666,142.2888
1667,145.6160
1668,138.6661
1669,111.9112
1670,108.2476
1671,139.4258
1672,142.1706
1673,136.8734
1674,137.2391
1675,139.9841
1676,122.3495
1677,114.1775
1678,114.4344
1679,118.3305
1680,119.9408
1681,123.8643
1682,133.0250
1683,140.7680
1684,146.6998
1685,148.9315
1686,130.7602
1687,122.1887
1688,130.1305
1689,133.9976
1690,135.0369
1691,127.3167
1692,125.9682
1693,124.7383
1694,112.1511
1695,118.1657
1696,123.4937
1697,112.4294
1698,109.8707
1699,121.8951
1700,122.6306
1701,123.1087
1702,137.6580
1703,140.5990
1704,135.2408
1705,139.7598
1706,143.6373
1707,140.5961
1708,137.9443
1709,136.2578
1710,130.3437
1711,122.6572
1712,118.5010
1713,113.7452
1714,110.8350
1715,112.1087
1716,111.3697
1717,111.0474
1718,110.2565
1719,110.3891
1720,110.0212
1721,110.1091
1722,109.5013
1723,108.8020
1724,110.0038
1725,112.0322
1726,112.4021
1727,113.4572
1728,113.5029
1729,111.8209
1730,109.8598
1731,109.7891
1732,110.5883
1733,110.7840
1734,111.0369
1735,110.6882
1736,110.2983
1737,110.2970
1738,109.8191
1739,108.4151
1740,107.8460
1741,108.0304
1742,106.5883
1743,104.4288
1744,103.0411
1745,101.3064
1746,100.2199
1747,99.4028
1748,98.7067
1749,98.0057
1750,97.8996
1751,98.5660
1752,100.6118
1753,102.1197
1754,103.3958
1755,104.5682
1756,104.6653
1757,104.8948
1758,104.3921
1759,105.6730
1760,108.1002
1761,109.5073
1762,109.8749
1763,112.2989
1764,113.4640
1765,113.7053
1766,114.8943
1767,117.2857
1768,118.8894
1769,118.4130
1770,118.4777
1771,120.0711
1772,120.8952
1773,121.3491
1774,121.5379
1775,121.9236
1776,123.1105
1777,123.4226
1778,124.0491
1779,126.5491
1780,127.6247
1781,128.2246
1782,129.8925
1783,133.3898
1784,132.6648
1785,131.8609
1786,127.9281
1787,128.7847
1788,130.1038
1789,130.4259
1790,129.0115
1791,129.4063
1792,130.8861
1793,132.8441
1794,131.7471
1795,132.1113
1796,132.0173
1797,131.1199
1798,131.9720
1799,133.3620
1800,133.5387
1801,132.4539
1802,131.5522
1803,131.8398
1804,132.4117
1805,131.2980
1806,129.8660
1807,129.6232
1808,129.7690
1809,129.7013
1810,129.6479
1811,128.1373
1812,127.3265
1813,126.5809
1814,126.5316
1815,126.4965
1816,126.1817
1817,126.9192
1818,126.7124
1819,126.6667
1820,126.6816
1821,127.3909
1822,127.9190
1823,128.5432
1824,128.0732
1825,127.5253
1826,127.1264
1827,127.0000
1828,127.6897
1829,127.7506
1830,127.9286
1831,127.8998
1832,128.6923
1833,129.2174
1834,129.6475
1835,129.5184
1836,130.1527
1837,130.9817
1838,130.7467
1839,130.4446
1840,130.2019
1841,130.9112
1842,130.3794
1843,130.0000
1844,130.0000
1845,129.7684
1846,129.7583
1847,129.8898
1848,130.8356
1849,131.0000
1850,131.0000
1851,131.0044
1852,131.7141
1853,132.1417
1854,133.0000
1855,133.0000
1856,132.8501
1857,132.6017
1858,132.1022
1859,131.1395
